Time (s);Temperature (C);Temp setpoint (C);Temp error (C);Temp PID output;Temp Kp;Temp Ki;Temp Kd;Diameter (mm);Diameter raw (mm);Diameter setpoint (mm);Fan duty (%);Extruder RPM;Spooler setpoint (RPM);Spooler RPM;Spooler Kp;Spooler Ki;Spooler Kd
133,5439;87,2094;90,0000;5,5426;7,5298;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;33,4625;0,5000;0,5000;0,0500
133,5698;86,0660;90,0000;5,3263;7,3213;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;29,9946;0,5000;0,5000;0,0500
133,5922;86,0660;90,0000;5,3263;7,3213;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;29,9946;0,5000;0,5000;0,0500
133,6155;86,0660;90,0000;5,3263;7,3213;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;29,9946;0,5000;0,5000;0,0500
133,6386;86,0660;90,0000;5,3263;7,3213;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,9946;0,5000;0,5000;0,0500
133,6587;86,0660;90,0000;5,3263;7,3213;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,9946;0,5000;0,5000;0,0500
133,6794;124,6090;90,0000;0,0431;0,0000;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;30,2799;0,5000;0,5000;0,0500
133,7020;124,6090;90,0000;0,0431;0,0000;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;30,2799;0,5000;0,5000;0,0500
133,7240;124,6090;90,0000;0,0431;0,0000;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;30,2799;0,5000;0,5000;0,0500
133,7449;124,6090;90,0000;0,0431;0,0000;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,2799;0,5000;0,5000;0,0500
133,7662;124,6090;90,0000;0,0431;0,0000;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,2799;0,5000;0,5000;0,0500
133,7864;68,5547;90,0000;1,6485;4,5399;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;31,8253;0,5000;0,5000;0,0500
133,8076;68,5547;90,0000;1,6485;4,5399;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;31,8253;0,5000;0,5000;0,0500
133,8305;68,5547;90,0000;1,6485;4,5399;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;31,8253;0,5000;0,5000;0,0500
133,8505;68,5547;90,0000;1,6485;4,5399;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;31,8253;0,5000;0,5000;0,0500
133,8747;84,2541;90,0000;1,8297;4,0196;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,3716;0,5000;0,5000;0,0500
133,8964;84,2541;90,0000;1,8297;4,0196;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,3716;0,5000;0,5000;0,0500
133,9215;84,2541;90,0000;1,8297;4,0196;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,3716;0,5000;0,5000;0,0500
133,9438;84,2541;90,0000;1,8297;4,0196;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;30,3716;0,5000;0,5000;0,0500
133,9656;84,2541;90,0000;1,8297;4,0196;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;30,3716;0,5000;0,5000;0,0500
133,9874;95,5190;90,0000;0,7386;2,2970;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;28,8763;0,5000;0,5000;0,0500
134,0123;95,5190;90,0000;0,7386;2,2970;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;28,8763;0,5000;0,5000;0,0500
134,0349;95,5190;90,0000;0,7386;2,2970;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;28,8763;0,5000;0,5000;0,0500
134,0566;95,5190;90,0000;0,7386;2,2970;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;28,8763;0,5000;0,5000;0,0500
134,0810;83,9035;90,0000;0,1638;1,9912;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;29,0508;0,5000;0,5000;0,0500
134,1021;83,9035;90,0000;0,1638;1,9912;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;29,0508;0,5000;0,5000;0,0500
134,1246;83,9035;90,0000;0,1638;1,9912;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;29,0508;0,5000;0,5000;0,0500
134,1473;83,9035;90,0000;0,1638;1,9912;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;29,0508;0,5000;0,5000;0,0500
134,1675;83,9035;90,0000;0,1638;1,9912;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;29,0508;0,5000;0,5000;0,0500
134,1928;86,0660;90,0000;0,0181;2,0561;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;30,4252;0,5000;0,5000;0,0500
134,2133;86,0660;90,0000;0,0181;2,0561;1,0000;0,0010;0,0500;0,4472;0,4366;0,3500;5,0000;0,3000;30,0000;30,4252;0,5000;0,5000;0,0500
134,2349;86,0660;90,0000;0,0181;2,0561;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,4252;0,5000;0,5000;0,0500
134,2580;86,0660;90,0000;0,0181;2,0561;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,4252;0,5000;0,5000;0,0500
134,2908;86,0660;90,0000;0,0181;2,0561;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;30,4252;0,5000;0,5000;0,0500
134,3130;66,4236;90,0000;1,9823;5,0599;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;27,0357;0,5000;0,5000;0,0500
134,3366;66,4236;90,0000;1,9823;5,0599;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;27,0357;0,5000;0,5000;0,0500
134,3715;66,4236;90,0000;1,9823;5,0599;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;27,0357;0,5000;0,5000;0,0500
134,3933;66,4236;90,0000;1,9823;5,0599;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;27,0357;0,5000;0,5000;0,0500
134,4150;83,9035;90,0000;3,3491;6,1081;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,1207;0,5000;0,5000;0,0500
134,4353;83,9035;90,0000;3,3491;6,1081;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,1207;0,5000;0,5000;0,0500
134,4586;83,9035;90,0000;3,3491;6,1081;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,1207;0,5000;0,5000;0,0500
134,4793;83,9035;90,0000;3,3491;6,1081;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,1207;0,5000;0,5000;0,0500
134,5019;80,5845;90,0000;4,0116;6,4421;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,9390;0,5000;0,5000;0,0500
134,5246;80,5845;90,0000;4,0116;6,4421;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;29,9390;0,5000;0,5000;0,0500
134,5468;80,5845;90,0000;4,0116;6,4421;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,9390;0,5000;0,5000;0,0500
134,5673;80,5845;90,0000;4,0116;6,4421;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,9390;0,5000;0,5000;0,0500
134,5886;80,5845;90,0000;4,0116;6,4421;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,9390;0,5000;0,5000;0,0500
134,6090;92,6555;90,0000;3,3527;5,1315;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,8442;0,5000;0,5000;0,0500
134,6305;92,6555;90,0000;3,3527;5,1315;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,8442;0,5000;0,5000;0,0500
134,6519;92,6555;90,0000;3,3527;5,1315;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,8442;0,5000;0,5000;0,0500
134,6725;92,6555;90,0000;3,3527;5,1315;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,8442;0,5000;0,5000;0,0500
134,6940;92,6555;90,0000;3,3527;5,1315;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,8442;0,5000;0,5000;0,0500
134,7317;86,8258;90,0000;7,1310;11,1064;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3560;0,5000;0,5000;0,0500
134,7542;86,8258;90,0000;7,1310;11,1064;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3560;0,5000;0,5000;0,0500
134,7762;86,8258;90,0000;7,1310;11,1064;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3560;0,5000;0,5000;0,0500
134,7982;86,8258;90,0000;7,1310;11,1064;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3560;0,5000;0,5000;0,0500
134,8245;83,2133;90,0000;5,6651;7,0447;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,7035;0,5000;0,5000;0,0500
134,8460;83,2133;90,0000;5,6651;7,0447;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7035;0,5000;0,5000;0,0500
134,8670;83,2133;90,0000;5,6651;7,0447;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7035;0,5000;0,5000;0,0500
134,8882;83,2133;90,0000;5,6651;7,0447;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7035;0,5000;0,5000;0,0500
134,9334;84,2541;90,0000;5,6651;7,7684;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7753;0,5000;0,5000;0,0500
134,9555;84,2541;90,0000;5,6651;7,7684;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7753;0,5000;0,5000;0,0500
134,9778;84,2541;90,0000;5,6651;7,7684;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,7753;0,5000;0,5000;0,0500
135,0065;84,9668;90,0000;6,7204;9,3390;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;29,9869;0,5000;0,5000;0,0500
135,0268;84,9668;90,0000;6,7204;9,3390;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;29,9869;0,5000;0,5000;0,0500
135,0469;84,9668;90,0000;6,7204;9,3390;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;29,9869;0,5000;0,5000;0,0500
135,0676;84,9668;90,0000;6,7204;9,3390;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;29,9869;0,5000;0,5000;0,0500
135,0890;84,9668;90,0000;6,7204;9,3390;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;29,9869;0,5000;0,5000;0,0500
135,1327;83,5565;90,0000;6,7551;8,8769;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;33,5411;0,5000;0,5000;0,0500
135,1555;83,5565;90,0000;6,7551;8,8769;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;33,5411;0,5000;0,5000;0,0500
135,1781;83,5565;90,0000;6,7551;8,8769;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;33,5411;0,5000;0,5000;0,0500
135,2031;83,5565;90,0000;6,7551;8,8769;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;33,5411;0,5000;0,5000;0,0500
135,2245;84,9668;90,0000;6,8650;9,0247;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;27,0475;0,5000;0,5000;0,0500
135,2471;84,9668;90,0000;6,8650;9,0247;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;27,0475;0,5000;0,5000;0,0500
135,2824;84,9668;90,0000;6,8650;9,0247;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;27,0475;0,5000;0,5000;0,0500
135,3041;84,9668;90,0000;6,8650;9,0247;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;27,0475;0,5000;0,5000;0,0500
135,3290;83,5565;90,0000;5,1517;6,4091;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,3155;0,5000;0,5000;0,0500
135,3509;83,5565;90,0000;5,1517;6,4091;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,3155;0,5000;0,5000;0,0500
135,3715;83,5565;90,0000;5,1517;6,4091;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,3155;0,5000;0,5000;0,0500
135,3930;83,5565;90,0000;5,1517;6,4091;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,3155;0,5000;0,5000;0,0500
135,4175;84,2541;90,0000;5,1166;7,2060;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,7225;0,5000;0,5000;0,0500
135,4392;84,2541;90,0000;5,1166;7,2060;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,7225;0,5000;0,5000;0,0500
135,4697;84,2541;90,0000;5,1166;7,2060;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,7225;0,5000;0,5000;0,0500
135,4912;84,2541;90,0000;5,1166;7,2060;1,0000;0,0010;0,0500;0,4579;0,4579;0,3500;5,0000;0,3000;30,0000;30,7225;0,5000;0,5000;0,0500
135,5163;83,9035;90,0000;4,7847;6,7323;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;29,6311;0,5000;0,5000;0,0500
135,5365;83,9035;90,0000;4,7847;6,7323;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;29,6311;0,5000;0,5000;0,0500
135,5572;83,9035;90,0000;4,7847;6,7323;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;29,6311;0,5000;0,5000;0,0500
135,5813;83,9035;90,0000;4,7847;6,7323;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;29,6311;0,5000;0,5000;0,0500
135,6017;83,9035;90,0000;4,7847;6,7323;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;29,6311;0,5000;0,5000;0,0500
135,6252;87,9904;90,0000;5,2512;7,5897;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;31,7192;0,5000;0,5000;0,0500
135,6514;87,9904;90,0000;5,2512;7,5897;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;31,7192;0,5000;0,5000;0,0500
135,6721;87,9904;90,0000;5,2512;7,5897;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;31,7192;0,5000;0,5000;0,0500
135,6942;87,9904;90,0000;5,2512;7,5897;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;31,7192;0,5000;0,5000;0,0500
135,7156;87,9904;90,0000;5,2512;7,5897;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;31,7192;0,5000;0,5000;0,0500
135,7363;80,2709;90,0000;5,9067;8,3342;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;30,0899;0,5000;0,5000;0,0500
135,7609;80,2709;90,0000;5,9067;8,3342;1,0000;0,0010;0,0500;0,4579;0,4472;0,3500;5,0000;0,3000;30,0000;30,0899;0,5000;0,5000;0,0500
135,7825;80,2709;90,0000;5,9067;8,3342;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,0899;0,5000;0,5000;0,0500
135,8040;80,2709;90,0000;5,9067;8,3342;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,0899;0,5000;0,5000;0,0500
135,8294;76,4443;90,0000;6,5836;9,0277;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,7195;0,5000;0,5000;0,0500
135,8504;76,4443;90,0000;6,5836;9,0277;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,7195;0,5000;0,5000;0,0500
135,8733;76,4443;90,0000;6,5836;9,0277;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,7195;0,5000;0,5000;0,0500
135,8967;76,4443;90,0000;6,5836;9,0277;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,7195;0,5000;0,5000;0,0500
135,9184;76,4443;90,0000;6,5836;9,0277;1,0000;0,0010;0,0500;0,4543;0,4472;0,3500;5,0000;0,3000;30,0000;30,7195;0,5000;0,5000;0,0500
135,9391;71,7772;90,0000;7,8313;10,5274;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,6250;0,5000;0,5000;0,0500
135,9598;71,7772;90,0000;7,8313;10,5274;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,6250;0,5000;0,5000;0,0500
135,9810;71,7772;90,0000;7,8313;10,5274;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,6250;0,5000;0,5000;0,0500
136,0017;71,7772;90,0000;7,8313;10,5274;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,6250;0,5000;0,5000;0,0500
136,0245;71,7772;90,0000;7,8313;10,5274;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;29,6250;0,5000;0,5000;0,0500
136,0646;84,6085;90,0000;7,8671;9,9950;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;28,6332;0,5000;0,5000;0,0500
136,0866;84,6085;90,0000;7,8671;9,9950;1,0000;0,0010;0,0500;0,4508;0,4472;0,3500;5,0000;0,3000;30,0000;28,6332;0,5000;0,5000;0,0500
136,1100;84,6085;90,0000;7,8671;9,9950;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,6332;0,5000;0,5000;0,0500
136,1323;84,6085;90,0000;7,7619;9,8221;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,9077;0,5000;0,5000;0,0500
136,1564;84,6085;90,0000;7,7619;9,8221;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,9077;0,5000;0,5000;0,0500
136,1770;84,6085;90,0000;7,7619;9,8221;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,9077;0,5000;0,5000;0,0500
136,1977;84,6085;90,0000;7,7619;9,8221;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,9077;0,5000;0,5000;0,0500
136,2206;84,6085;90,0000;7,7619;9,8221;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,9077;0,5000;0,5000;0,0500
136,2457;82,8736;90,0000;7,9712;10,1815;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5301;0,5000;0,5000;0,0500
136,2694;82,8736;90,0000;7,9712;10,1815;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5301;0,5000;0,5000;0,0500
136,2921;82,8736;90,0000;7,9712;10,1815;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5301;0,5000;0,5000;0,0500
136,3177;82,8736;90,0000;7,9712;10,1815;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5301;0,5000;0,5000;0,0500
136,3434;84,6085;90,0000;7,8660;9,9285;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,2842;0,5000;0,5000;0,0500
136,3646;84,6085;90,0000;7,8660;9,9285;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,2842;0,5000;0,5000;0,0500
136,3860;84,6085;90,0000;7,8660;9,9285;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,2842;0,5000;0,5000;0,0500
136,4070;84,6085;90,0000;7,8660;9,9285;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,2842;0,5000;0,5000;0,0500
136,4294;84,6085;90,0000;7,8660;9,9285;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,2842;0,5000;0,5000;0,0500
136,4528;84,2541;90,0000;7,8660;9,9796;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5814;0,5000;0,5000;0,0500
136,4757;84,2541;90,0000;7,8660;9,9796;1,0000;0,0010;0,0500;0,4472;0,4472;0,3500;5,0000;0,3000;30,0000;28,5814;0,5000;0,5000;0,0500
136,4981;84,2541;90,0000;7,8660;9,9796;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;28,5814;0,5000;0,5000;0,0500
136,5274;84,2541;90,0000;7,8660;9,9796;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;28,5814;0,5000;0,5000;0,0500
136,5534;87,9904;90,0000;7,4573;9,3696;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3934;0,5000;0,5000;0,0500
136,5735;87,9904;90,0000;7,4573;9,3696;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3934;0,5000;0,5000;0,0500
136,6023;87,9904;90,0000;7,4573;9,3696;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3934;0,5000;0,5000;0,0500
136,6227;87,9904;90,0000;7,4573;9,3696;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;30,3934;0,5000;0,5000;0,0500
136,6531;84,6085;90,0000;7,7955;10,0683;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,2494;0,5000;0,5000;0,0500
136,6755;84,6085;90,0000;7,7955;10,0683;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,2494;0,5000;0,5000;0,0500
136,6993;84,6085;90,0000;7,7955;10,0683;1,0000;0,0010;0,0500;0,4472;0,4579;0,3500;5,0000;0,3000;30,0000;29,2494;0,5000;0,5000;0,0500
136,7202;84,6085;90,0000;7,7955;10,0683;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;29,2494;0,5000;0,5000;0,0500
136,7406;84,6085;90,0000;7,7955;10,0683;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;29,2494;0,5000;0,5000;0,0500
136,7681;84,9668;90,0000;7,3259;9,2138;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,8450;0,5000;0,5000;0,0500
136,7932;84,9668;90,0000;7,3259;9,2138;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,8450;0,5000;0,5000;0,0500
136,8204;84,9668;90,0000;7,3259;9,2138;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,8450;0,5000;0,5000;0,0500
136,8425;84,9668;90,0000;7,3259;9,2138;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;30,8450;0,5000;0,5000;0,0500
136,8770;83,5565;90,0000;6,6147;8,3965;1,0000;0,0010;0,0500;0,4508;0,4579;0,3500;5,0000;0,3000;30,0000;31,3474;0,5000;0,5000;0,0500
136,9025;83,5565;90,0000;6,6147;8,3965;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;31,3474;0,5000;0,5000;0,0500
136,9232;83,5565;90,0000;6,6147;8,3965;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;31,3474;0,5000;0,5000;0,0500
136,9458;83,5565;90,0000;6,6147;8,3965;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;31,3474;0,5000;0,5000;0,0500
136,9725;105,2997;90,0000;3,2625;3,8597;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;28,9129;0,5000;0,5000;0,0500
136,9940;105,2997;90,0000;3,2625;3,8597;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;28,9129;0,5000;0,5000;0,0500
137,0171;105,2997;90,0000;3,2625;3,8597;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;28,9129;0,5000;0,5000;0,0500
137,0385;105,2997;90,0000;3,2625;3,8597;1,0000;0,0010;0,0500;0,4543;0,4579;0,3500;5,0000;0,3000;30,0000;28,9129;0,5000;0,5000;0,0500
137,0651;105,2997;90,0000;3,2625;3,8597;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;28,9129;0,5000;0,5000;0,0500
137,0909;84,2541;90,0000;3,2979;5,4312;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;31,8799;0,5000;0,5000;0,0500
137,1116;84,2541;90,0000;3,2979;5,4312;1,0000;0,0010;0,0500;0,4579;0,4685;0,3500;5,0000;0,3000;30,0000;31,8799;0,5000;0,5000;0,0500
